"SubjNum","voto_sen_candidato_1","voto_sen_candidato_2","voto_sen_candidato_3","voto_sen_candidato_4","voto_sen_candidato_5","voto_sen_candidato_6","voto_sen_candidato_7","voto_sen_candidato_8","voto_sen_candidato_9","ident_partido","sexo","edad","si_voto","geometry","seccion","tipo_casilla"
2270,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",99,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2271,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",48,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2272,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",37,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2273,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",96,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2274,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Hombre",52,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2275,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",56,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2276,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"MORENA","Mujer",70,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2277,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",85,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2278,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",61,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2279,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",21,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2280,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",64,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2281,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",62,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2282,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"Ninguno","Hombre",73,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2283,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,"PAN - Partido Acción Nacional","Mujer",71,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2284,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",47,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2285,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",83,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2286,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD","Voto nulo",NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",71,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2287,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Mujer",71,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2288,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",95,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2289,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",77,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2290,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",60,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2291,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",51,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2292,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",52,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2293,"David Saul Guakil y Argelia Núñez de (MC)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",68,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2294,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",82,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2295,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",51,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2296,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",55,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2297,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",48,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2298,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",39,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2299,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",31,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2300,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",53,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2301,"Julieta Ramírez y Armando Ayala de Morena",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"MORENA","Mujer",44,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2302,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",25,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2303,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",24,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2304,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",37,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2305,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",36,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2306,"Voto nulo",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"MORENA","Mujer",37,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2307,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",26,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2308,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",94,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2309,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",75,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2310,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",29,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2311,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",87,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2312,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",34,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2313,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,"No sabe/No respondió","Hombre",74,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2314,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PVEM – Partido Verde Ecologista de México","Hombre",71,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2315,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"MORENA","Hombre",52,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2316,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Mujer",56,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2317,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Hombre",54,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2318,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,"Voto nulo",NA,NA,NA,"Ninguno","Mujer",33,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2319,"David Saul Guakil y Argelia Núñez de (MC)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",94,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2320,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",70,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2321,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",97,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2322,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PVEM – Partido Verde Ecologista de México","Mujer",34,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2323,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",68,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2324,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",50,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2325,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"No sabe/No respondió","Hombre",99,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2326,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",25,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2327,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,"MORENA","Hombre",78,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2328,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",22,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2329,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"MORENA","Hombre",33,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2330,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",34,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2331,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",37,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2332,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",94,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2333,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Mujer",18,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2334,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",84,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2335,"Julieta Ramírez y Armando Ayala de Morena",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",67,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2336,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",45,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2337,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",82,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2338,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"MORENA","Mujer",86,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2339,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",96,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2340,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Mujer",69,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2341,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",43,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2342,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",23,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2343,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",42,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2344,"Julieta Ramírez y Armando Ayala de Morena","Julieta Ramírez y Armando Ayala de Morena","Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"MORENA","Mujer",73,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2345,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"MORENA","Mujer",88,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2346,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",29,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2347,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"MORENA","Mujer",33,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2348,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",39,"Sí","c(-116.053417376| 30.85153784)",186,"C3"
2349,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",39,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2350,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,"MORENA","Hombre",81,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2351,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"MORENA","Hombre",38,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2352,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",21,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2353,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",73,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2354,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",61,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2355,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",40,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2356,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)",NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",45,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2357,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",81,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2358,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",81,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2359,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",56,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2360,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",42,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2361,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,"MORENA","Mujer",61,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2362,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"MORENA","Hombre",89,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2363,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",26,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2364,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",43,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2365,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"MORENA","Hombre",84,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2366,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Hombre",56,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2367,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"MORENA","Mujer",77,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2368,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",30,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2369,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",46,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2370,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"MORENA","Mujer",28,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2371,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",50,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2372,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",99,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2373,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",24,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2374,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",18,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2375,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",30,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2376,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",32,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2377,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,"MORENA","Hombre",59,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2378,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"Ninguno","Hombre",82,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2379,"Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",54,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2380,"Julieta Ramírez y Armando Ayala de Morena",NA,"No respondió",NA,NA,NA,NA,NA,NA,"MORENA","Mujer",36,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2381,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",37,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2382,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",23,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2383,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",25,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2384,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",99,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2385,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",83,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2386,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",25,"Sí","c(-116.578596575| 31.793000088)",1849,"C1"
2387,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",99,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2388,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",70,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2389,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",44,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2390,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",48,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2391,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",75,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2392,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"PVEM – Partido Verde Ecologista de México","Mujer",92,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2393,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",18,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2394,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Hombre",30,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2395,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",17,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2396,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",91,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2397,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",55,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2398,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",98,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2399,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",82,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2400,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Hombre",71,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2401,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",31,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2402,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",24,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2403,"Voto nulo",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"MORENA","Hombre",97,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2404,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",96,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2405,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",99,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
