"","ident_partido","voto_sen_candidato","sexo","edad","si_voto","geometry","seccion","tipo_casilla"
"2617","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",83,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2618","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Hombre",55,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2619","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",72,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2620","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",59,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2621","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",90,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2622","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",64,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2623","PVEM – Partido Verde Ecologista de México","Julieta Ramírez y Armando Ayala de Morena","Hombre",95,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2624","MORENA","No respondió","Hombre",56,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2625","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",48,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2626","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",84,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2627","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",32,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2628","MORENA","Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)","Hombre",90,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2629","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",56,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2630","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",60,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2631","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",24,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2632","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",30,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2633","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",64,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2634","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",48,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2635","Ninguno","Julieta Ramírez y Armando Ayala de Morena","Hombre",93,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2636","PT- Partido del Trabajo","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",61,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2637","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",76,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2638","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",28,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2639","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",31,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2640","MORENA","No respondió","Mujer",53,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2641","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",18,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2642","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",28,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2643","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",40,"Sí","c(-116.880519399| 32.480849923)",1182,"B1"
"2644","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",59,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2645","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",73,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2646","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",60,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2647","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",72,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2648","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",87,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2649","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",71,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2650","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",95,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2651","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",88,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2652","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",65,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2653","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",22,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2654","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",84,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2655","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",33,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2656","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",34,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2657","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",86,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2658","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",69,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2659","MORENA","Voto nulo","Hombre",67,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2660","Ninguno","Julieta Ramírez y Armando Ayala de Morena","Hombre",75,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2661","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",37,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2662","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",22,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2663","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",43,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2664","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",63,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2665","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",95,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2666","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",57,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2667","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",39,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2668","MORENA","Voto nulo","Hombre",79,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2669","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",41,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2670","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",43,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2671","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",60,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2672","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",55,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2673","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",97,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2674","No sabe/No respondió","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",69,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2675","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",96,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2676","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Hombre",68,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2677","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",62,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2678","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",36,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2679","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",41,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2680","MC - Movimiento Ciudadano","Julieta Ramírez y Armando Ayala de Morena","Mujer",78,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2681","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",42,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2682","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",17,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2683","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",32,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2684","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",53,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2685","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",20,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2686","PRD - Partido de la Revolución Democrática","Julieta Ramírez y Armando Ayala de Morena","Mujer",23,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2687","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",39,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2688","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",25,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2689","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Mujer",48,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2690","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",51,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2691","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",58,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2692","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRD","Mujer",99,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2693","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",27,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2694","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",72,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2695","MORENA","Voto nulo","Hombre",59,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2696","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",39,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2697","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",23,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2698","MORENA","No respondió","Mujer",67,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2699","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",31,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2700","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",71,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2701","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",24,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2702","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",25,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2703","PAN - Partido Acción Nacional","Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)","Hombre",98,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2704","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",65,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2705","MORENA","No respondió","Hombre",52,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2706","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",100,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2707","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",63,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2708","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",52,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2709","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",75,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2710","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",56,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2711","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",69,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2712","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",88,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2713","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",36,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2714","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",50,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2715","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",44,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2716","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",66,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2717","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",90,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2718","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",100,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2719","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",89,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2720","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",81,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2721","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",93,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2722","Ninguno","Julieta Ramírez y Armando Ayala de Morena","Mujer",80,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2723","MORENA","No respondió","Hombre",73,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2724","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",53,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2725","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",29,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2726","PRI - Partido Revolucionario Institucional","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",24,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2727","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",20,"Sí","c(-116.868423| 32.468375)",1225,"C1"
"2728","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",63,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2729","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",47,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2730","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",82,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2731","MORENA","No respondió","Hombre",52,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2732","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",86,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2733","MORENA","Voto nulo","Hombre",59,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2734","PRI - Partido Revolucionario Institucional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",81,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2735","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",61,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2736","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",24,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2737","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",37,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2738","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",33,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2739","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Hombre",92,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2740","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",67,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2741","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",47,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2742","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",22,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2743","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",100,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2744","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",98,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2745","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",82,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2746","PRI - Partido Revolucionario Institucional","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",96,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2747","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",97,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2748","MC - Movimiento Ciudadano","Julieta Ramírez y Armando Ayala de Morena","Mujer",54,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2749","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",60,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2750","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",32,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2751","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",17,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2752","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",76,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2753","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",70,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2754","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",72,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2755","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",47,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2756","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",93,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2757","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",24,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2758","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",55,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2759","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",21,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2760","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Mujer",87,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2761","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",96,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2762","MORENA","No respondió","Hombre",50,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2763","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",86,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2764","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",81,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2765","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",49,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2766","MORENA","No respondió","Hombre",78,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2767","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",32,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2768","PAN - Partido Acción Nacional","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",81,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2769","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",21,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2770","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",28,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2771","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",42,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2772","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",32,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2773","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",87,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2774","Ninguno","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",22,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2775","PAN - Partido Acción Nacional","No respondió","Mujer",63,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2776","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",58,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2777","Ninguno","Julieta Ramírez y Armando Ayala de Morena","Hombre",57,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2778","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",69,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2779","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",67,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2780","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",91,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2781","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",39,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2782","MORENA","Voto nulo","Mujer",26,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2783","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",66,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2784","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",44,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2785","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",51,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2786","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",51,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2787","Ninguno","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",62,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2788","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",71,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2789","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",23,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2790","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",64,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2791","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",19,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2792","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",57,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2793","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",85,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2794","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",44,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2795","Ninguno","Julieta Ramírez y Armando Ayala de Morena","Hombre",92,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2796","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",94,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2797","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",56,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2798","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",42,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2799","MORENA","Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)","Hombre",75,"Sí","c(-116.86986| 32.496823)",1373,"B1"
"2800","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",38,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2801","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",88,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2802","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",63,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2803","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",87,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2804","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",45,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2805","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",75,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2806","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",95,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2807","PAN - Partido Acción Nacional","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",36,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2808","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",79,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2809","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",69,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2810","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",70,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2811","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",85,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2812","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",79,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2813","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",34,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2814","PT- Partido del Trabajo","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",99,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2815","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",81,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2816","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",66,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2817","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",95,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
